drug_id,function_description,components,label
TCMF11938,风寒湿痹，关节疼痛，肌肉酸痛，肢体麻木。,三棱，莪术，红花，大黄，赤芍，秦艽，香加皮，麻黄，细辛，草乌，川乌，枳实，桃仁，白芷，当归，独活，防风，羌活，香附,威灵仙
TCMF10983,肝肾不足，腰膝酸软，头晕耳鸣，须发早白，遗精早泄，失眠多梦。,麦冬，天冬，浙贝母，柏子仁，黄芩，补骨脂，炙甘草，炙黄芪，杜仲，茯苓，麦芽，鸡内金，砂仁，党参，白术,黑豆
TCMFx6310,"咳嗽, 喘病",麻黄，苦杏仁，石膏，甘草，紫苏子，紫苏叶，半夏，浙贝母，桑白皮，白果，黄芩，款冬花，冰片,西青果
TCMF10232,小儿食积，脘腹胀满，食欲不振，恶心呕吐，大便不调。,砂仁，山楂，陈皮，牡丹皮，当归，牛膝，熟地黄，泽泻，人参，鸡内金，羚羊角,沉香
TCMFx678,胃脘痛,鸡内金，决明子，海螵蛸，牡蛎，阿魏,木香
TCMF12418,肛门疼痛，肿胀，便血,没药,麝香
TCMF11988,风寒湿痹，腰腿疼痛，肢体麻木，筋骨无力。,黄精，丹参，杜仲，肉苁蓉，葛根，秦艽，细辛，乳香，没药，三棱，丝瓜络，白术，赤芍，牡丹皮，女贞子，覆盆子，金樱子，木瓜，桃仁,黄芪
TCMF9632,气血两虚，腰膝酸软，头晕目眩，四肢无力。,黄芪，当归，补骨脂，枸杞子，麦冬，芦根，鸡血藤，附子，淫羊藿，甘草,茜草
TCMF10246,心悸失眠，健忘多梦，头晕目眩，神疲乏力。,制何首乌，石菖蒲，红参,蛤蚧
TCMF3669,带下病,白术，党参，陈皮，山药，甘草，荆芥，车前子，柴胡，白芍,苍术
TCMFx7101,肺肾阴虚，咳嗽，气促喘急，咽干舌红，胸膈满闷。,橘红，锦灯笼，苦杏仁，罂粟壳，五味子，白矾，甘草,川贝母
TCMF12139,气血两虚，月经不调，腰膝酸软，头晕目眩。,麦冬，当归，熟地黄，白芍，川芎，杜仲，桑寄生，甘草，陈皮，香附，茯苓，阿胶,黑豆
TCMF3382,虚劳,人参，鹿茸，熟地黄，山药，牛膝，甘草，肉桂，桑寄生，当归，党参，白术，川芎，白芍，何首乌,龙眼肉
TCMF10326,冠心病，心绞痛，心律失常，高血压，高脂血症。,麦冬，丹参，黄芪，党参，葛根，皂角刺，昆布，何首乌，海藻，当归，淫羊藿，牡蛎,枳实
TCMF8627,风湿痹痛，筋骨痿软，肢体麻木，腰膝酸痛。,鸡血藤，大血藤，防己，木瓜，羌活，伸筋草，制川乌，川芎，延胡索，牛膝，绵萆薢，黄柏，乳香，没药，血竭，全蝎，金钱白花蛇,桑寄生
TCMFx5072,胁痛,当归，白芍，白术，香附，柴胡，薄荷，栀子，牡丹皮，甘草,茯苓
TCMF12317,肾阳不足，腰膝酸软，畏寒肢冷，神疲乏力。,海龙，黄芪，人参，熟地黄，当归，玉竹，石斛，丹参，白芍，牡丹皮，豆蔻，小茴香，桑寄生，狗脊，菟丝子，泽泻，甘草,海马
TCMF10498,急慢性肝炎，肝功能异常,郁金，五味子，柴胡，板蓝根,垂盆草
TCMF3677,带下病,白术，苍术，陈皮，荆芥，党参，甘草，柴胡，车前子，白芍,山药
TCMF9102,脾胃虚弱，胸腹胀满，食积不化，呕吐泄泻。,茯苓，砂仁，白术，木香，沉香，香附，延胡索，青皮，枳实，槟榔,肉豆蔻
TCMF10088,中风后遗症，肢体麻木，言语不利，口眼歪斜。,丹参，红花，天麻，秦艽，川芎，桃仁，胆南星，姜半夏，三七，土鳖虫，水蛭，人工牛黄，麝香,冰片
TCMF11206,感冒风寒，头痛鼻塞，身体酸痛。,荆芥，麻黄，苍术，白芷，陈皮,甘草
TCMF12266,咳嗽痰多，胸闷气促，咽喉肿痛。,百部，川贝母，天冬，知母，紫苏叶，炙甘草，桔梗，款冬花，木香，大黄，马兜铃，密蒙花，五味子，苦杏仁，前胡，桑叶，葶苈子，姜半夏，玄参,麦冬
TCMF12494,胃脘冷痛，得温痛减，呕吐清水，食欲不振，腹胀,紫萁贯众，肉桂，甘草，八角茴香,草果
TCMFx1077,"胁痛, 腹胀",当归，三棱，茯苓，甘草，丹参，香橼，延胡索，白芍，柴胡，薄荷，麦芽，川楝子,白术
TCMF10383,血瘀证，月经不调，痛经，闭经，产后瘀血腹痛。,熟地黄，川芎，白芍，牡丹皮，黄芪，山药，茯苓，泽泻，天花粉，墨旱莲，大黄，女贞子，川牛膝，甘草,当归
TCMFx496,"发热, 急惊风",知母，何首乌，丹参，川芎，麦冬，五味子，茯苓,酸枣仁
TCMF10123,肝郁气滞，月经不调，痛经，乳房胀痛。,香附，当归，白芍，川芎，熟地黄，砂仁，白术，陈皮,黄芩
TCMF11904,痛经，月经不调，寒凝血瘀型腹痛。,当归，桂枝，艾叶，香附，白芍，熟地黄，吴茱萸，小茴香，延胡索,川芎
TCMF8606,咽喉肿痛，声音嘶哑，发热咳嗽。,黄芩，菊花，赤芍，连翘，金银花，板蓝根，胖大海，玄参，木蝴蝶，蝉蜕，僵蚕,牛蒡子
TCMFx7214,用于小儿外感风热咳嗽，见症：咳嗽，咯痰，发热或鼻塞，流涕，微恶风寒，咽红或痛，苔薄黄等,桑叶，薄荷，苦杏仁，桔梗，枳壳，紫菀，白芍，甘草,陈皮
TCMF8365,癥瘕积聚，痛经，闭经，产后瘀血腹痛。,益母草，紫苏子，姜黄，苏木，乳香，三棱，莪术，艾叶，红花，大黄，白芍，两头尖，苦杏仁，桃仁，阿魏，川芎，当归，小茴香，香附,没药
TCMF7980,皮肤干燥，瘙痒，皲裂,人参，珍珠,冰片
TCMF7378,肥胖病,大黄，芒硝，滑石，当归，白芍，川芎，薄荷，麻黄，防风，荆芥，桔梗，黄芩，连翘，石膏，甘草,栀子
TCMF12398,头项肿痛，发热恶寒，咽喉肿痛，痰多黄稠，脉洪数,黄芩，柴胡，桔梗，川芎，防风，羌活，枳壳，甘草，连翘，射干，白芷，荆芥,黄连
TCMFx573,慢性阻塞性肺疾病,黄芪，赤芍,补骨脂
TCMF3275,"痹病, 腰痛, 痿病",青风藤，桂枝，独活，羌活，桑寄生，茯苓，附子，秦艽，鹿茸，威灵仙，薏苡仁，党参，黄芪，枸杞子，白术，当归，赤芍，木香，延胡索，黄芩,牛膝
TCMFx4697,"咳嗽, 喘病",川贝母，桔梗，茯苓，橘红，谷芽，紫苏子，苦杏仁，桑白皮，石斛，薄荷，甘草,半夏
TCMF9687,肝肾两亏，阴虚火旺，内障目暗，视物昏花。,石斛，熟地黄，天冬，枸杞子，肉苁蓉，菟丝子，决明子，菊花，青葙子，黄连，五味子，茯苓，山药，川芎，防风，牛膝，甘草,麦冬
TCMF10978,肝肾不足，气血两虚，头晕目眩，腰膝酸软，月经不调，崩漏带下。,人参，黄芪，当归，熟地黄，白术，炙甘草，川芎，延胡索，鹿茸，桑寄生，续断,砂仁
TCMF11826,阳痿早泄，腰膝酸软，精神萎靡，畏寒肢冷。,韭菜子，淫羊藿，鹿茸，马钱子，人参，蟾酥,蛇床子
TCMF10617,瘀血痹阻，肢体麻木，关节疼痛。,丹参，没药，乳香，姜黄，威灵仙，川芎，当归，香附，川牛膝,红花
TCMF609,"乳癖, 乳核",柴胡，香附，青皮，赤芍，丹参，王不留行，牡蛎，海藻，昆布，淫羊藿，菟丝子,鸡血藤
TCMF8507,糖尿病，消渴症,黄精，麦冬，知母，丹参，葛根，黄芪，枸杞子，山药，芡实，荔枝核，刺五加，熟地黄，玄参，枳壳，乌药，人参，牡蛎,天花粉
TCMF2939,"月经失调, 痛经, 带下病",当归，川芎，党参，白术，熟地黄，香附，白芍，黄芩，茯苓，牡丹皮，陈皮，白薇，甘草，续断，杜仲，桑寄生，砂仁，延胡索，肉桂，阿胶，荆芥，艾叶,菟丝子
TCMFx326,"喉痈, 疮疡, 疔疮",人工牛黄，珍珠母，蟾酥，青黛，天花粉，雄黄,大黄
TCMF516,癫痫,附子，半夏，蜈蚣，白矾，朱砂，天南星，猪牙皂，乌梢蛇，全蝎，雄黄,僵蚕
TCMF10569,湿热黄疸，肝胆湿热，胁痛口苦，尿黄便秘。,茵陈，大黄，龙胆，苦参，山楂,郁金
TCMF12342,疮疡溃后，伤口感染，属阳证者,连翘，黄柏，金银花，蒲公英,蜈蚣
TCMFx3055,腹胀,沉香，砂仁，苍术，枳实，麦芽，青皮，紫苏叶，细辛，川芎，桔梗，茯苓，甘草，栀子，厚朴，香附，木香，山楂，陈皮，广藿香，荆芥，白芷，防风，半夏，白芍，葛根,薄荷
TCMF772,痹病,独活，熟地黄，牛膝，细辛，秦艽，茯苓，肉桂，防风，川芎，党参，甘草，当归，白芍，杜仲,桑寄生
TCMF7827,月经不调，痛经，闭经，崩漏，带下，产后腹痛，腰膝酸软，气血两虚。,丹参，益母草，黄芪，杜仲，茯苓，益智，党参，艾叶，白术，肉苁蓉，白芍，女贞子，地榆，覆盆子，川芎，当归，小茴香，香附，山茱萸,秦艽
TCMF9277,肺热咳嗽，痰多粘稠，气短胸闷，呼吸困难。,甘草，降香，红花，木香，全蝎，草乌叶，肉豆蔻，沉香，北沙参，诃子，檀香，牛黄，麝香，石膏,苦参
TCMF11916,眩晕，头痛，失眠，记忆力减退。,黄芪，党参，茯苓，熟地黄，枸杞子，砂仁，陈皮，法半夏，泽泻，马钱子，刺五加，淫羊藿，桑椹，山楂，山药,黄精
TCMF4501,"眩晕, 痞满",香附，细辛，乌药，荜茇，广藿香，冰片，柴胡，雄黄，荆芥，砂仁，薄荷，丁香，陈皮，豆蔻，独活，甘草，川芎，天花粉，朱砂，天麻，白芷，檀香，半夏，防风,紫苏叶
TCMF4501,"眩晕, 痞满",香附，细辛，乌药，荜茇，广藿香，冰片，柴胡，雄黄，荆芥，砂仁，薄荷，丁香，陈皮，豆蔻，独活，甘草，川芎，天花粉，朱砂，紫苏叶，白芷，檀香，半夏，防风,天麻
TCMF10204,乳癖，乳痈，乳腺增生，乳房胀痛。,浙贝母，莪术，大黄，白芍，柴胡，川芎，当归，香附，青皮，土鳖虫,王不留行
TCMF8000,头晕目眩，健忘失眠，心悸怔忡，肢体麻木。,制何首乌，茯苓，白术，天麻，钩藤，五味子，当归，人参,麦冬
TCMFx5255,"月经失调, 带下病, 恶露不绝",益母草，当归，人参，川芎，白术，白芍，甘草，茯苓,熟地黄
TCMFx3369,"温病, 发热",金银花，蝉蜕，石膏，滑石，黄芩，大黄，赤芍，广藿香，羚羊角,板蓝根
TCMF11731,肾虚腰痛，阳痿早泄，遗精滑精，头晕耳鸣，肢冷畏寒。,补骨脂，杜仲，肉苁蓉，附子，麦冬，天冬，山茱萸，茯苓，白术，川芎，当归，巴戟天，覆盆子，炙甘草,枸杞子
TCMF10375,肾阳不足，腰膝酸软，畏寒肢冷，阳痿早泄，精冷不育。,补骨脂，肉苁蓉，枸杞子，熟地黄，当归，白术，蛇床子，仙茅，淫羊藿，菟丝子,人参
TCMF10609,痛经，月经不调，产后腹痛。,益母草，红花，桃仁，川芎，当归，甘草,炮姜
TCMF8468,脾胃虚弱，食少便溏，腹胀腹泻，肢倦乏力。,黄芪，党参，白术，苍术，茯苓，车前子，肉豆蔻，黄柏，牡蛎,茵陈
TCMF10067,肾虚精亏，腰膝酸软，遗精早泄，阳痿不育。,菟丝子，五味子，车前子,枸杞子
TCMF7747,心脾两虚，气血不足，心悸失眠，食欲不振，肢倦乏力，崩漏便血。,黄芪，党参，白术，茯苓，当归，龙眼肉，远志，酸枣仁，木香，生姜，大枣,甘草
TCMF7407,阳痿,淫羊藿，巴戟天，肉苁蓉，蛇床子，菟丝子，五味子，覆盆子，山茱萸，熟地黄，当归，黄芪，人参，鹿茸，海马,枸杞子
TCMF261,"咳嗽, 痉病",麻黄，黄芩，葶苈子，前胡，紫苏子，苦杏仁，竹茹,石膏
TCMF7466,血劳,黄芪，白术，茯苓，当归，龙眼肉，酸枣仁，木香，甘草,党参
TCMF9087,咳嗽，气喘，痰多，胸闷。,百部，天冬，紫苏叶，紫苏子，甘草，茯苓，桔梗，款冬花，紫菀，麻黄，苦杏仁，枇杷叶，北沙参，前胡，芥子，法半夏，陈皮，枳壳,浙贝母
TCMF10830,风湿痹痛，筋骨痿软，腰膝酸楚，关节疼痛。,羌活，独活，杜仲，骨碎补，桑寄生，茯苓，苍术，甘草,薏苡仁
TCMF11838,湿疹，皮炎，皮肤瘙痒，疮疡肿毒。,侧柏叶，苦参，大黄，黄柏，蛇床子，冰片，白矾，炉甘石，珍珠母,马齿苋
TCMFx6560,"益气健脾, 和胃运中。用于小儿脾胃虚弱, 消化不良, 腹满胀痛, 面黄肌瘦。",党参，白术，麦冬，薏苡仁，白芍，稻芽，诃子,南沙参
TCMF9971,气血两虚，月经不调，产后恢复不良,人参，黄芪，当归，丹参，川芎，炮姜，香附，通草，路路通，甘草,益母草
TCMF9639,肾虚腰痛，腰膝酸软，头晕耳鸣，阳痿早泄，遗精滑精，夜尿频多。,黄精，补骨脂，杜仲，何首乌，沙苑子，人参,马鞭草
TCMF10426,肾虚腰痛，阳痿早泄，神疲乏力，头晕耳鸣，失眠多梦。,红参，鹿茸，冬虫夏草，淫羊藿，肉苁蓉，补骨脂，枸杞子，五味子，山茱萸，熟地黄，当归，川芎，白芍，炙甘草,菟丝子
TCMF10085,月经不调，痛经，产后瘀血，腰膝酸软，脾胃虚弱。,丹参，荆芥穗，益母草，杜仲，白芍，茯苓，白术，豆蔻，砂仁，木香，厚朴，红花，赤芍，附子，牡丹皮，木瓜，山楂，甘草,苍术
TCMF9309,清热解毒，凉血止血。,麦冬，红花，瞿麦，檀香，苦地丁，人工牛黄，石膏,胡黄连
TCMF10395,头痛，眩晕，肢体麻木，中风后遗症。,葛根，黄芪，升麻，当归，羌活,川芎
TCMF5314,"不寐, 健忘, 心悸, 阳痿, 早泄",鹿茸，枸杞子，红参,蜂蜜
TCMF10497,肝郁脾虚，湿热内蕴所致的胁痛、腹胀、纳呆、乏力等症。,丹参，茯苓，白术，三棱，郁金，厚朴，山楂，鸡内金，牡丹皮，当归，板蓝根，延胡索，陈皮,木香
TCMF7722,气虚下陷，血崩血脱，亡阳垂危等症。,人参，黄芪，升麻，炙甘草,白术
TCMF8364,血瘀证，筋骨疼痛，跌打损伤，月经不调。,川芎，当归，延胡索,白芍
TCMF8777,湿疹，皮炎，皮肤瘙痒。,黄柏，蛇床子，白鲜皮，地肤子，花椒，冰片,苦参
TCMF10952,肾虚，腰膝酸软，头晕耳鸣，神疲乏力，失眠多梦。,黄精，丹参，灵芝，枸杞子，淫羊藿，红参，甘草,制何首乌
TCMF9407,肾虚腰痛，阳痿早泄，神疲乏力。,鹿茸，蛤蚧，黄芪，淫羊藿，肉苁蓉，虎杖,韭菜子
TCMF12298,水肿，腹胀，小便不利，湿热内蕴。,知母，黄芩，茯苓，猪苓，姜黄，砂仁，党参，白术，黄连，厚朴，半夏，陈皮，枳实,泽泻
TCMF11684,风湿痹痛，筋骨痿软，腰膝酸冷，肢体麻木。,补骨脂，锁阳，淫羊藿，党参，白术，茯苓，何首乌，秦艽，威灵仙，独活，桑寄生，川芎，木瓜，甘草,当归
TCMFx6332,痹病,川乌，地龙，草乌，乳香，威灵仙，没药，黄柏，黄芩，马钱子，甘草,栀子
TCMF11941,风湿痹痛，肢体麻木，寒湿内阻。,制川乌，防风，赤小豆，桔梗，大黄，粉萆薢，肉桂,花椒
TCMFx4921,"感冒, 痄腮",白芷，荆芥穗，防风，淡豆豉，川芎，薄荷，赤芍，葛根，金银花，连翘，牛蒡子，蓼大青叶，黄芩，淡竹叶，天花粉，桔梗，柴胡，玄参，甘草，水牛角，牛黄，冰片,羌活
TCMF335,腹胀,党参，白术，茯苓，陈皮，甘草,半夏
TCMF8282,慢性胃炎，胃溃疡，十二指肠溃疡，胃痛，胃胀，消化不良等症状。,半枝莲，苍术，木香，白及，黄连，肉桂，海螵蛸,三七
TCMF7642,寒饮咳喘，症见咳嗽气喘，喉中痰鸣，痰多清稀，胸膈满闷，舌苔白滑，脉弦滑或弦紧。,射干，麻黄，生姜，细辛，款冬花，半夏，大枣，五味子,紫菀
TCMF9192,脾胃虚弱，食少便溏，气短乏力，心悸失眠。,人参，莲子，茯苓，泽泻，陈皮，甘草,山药
TCMF10805,胃痛，胃胀，消化不良，食欲不振。,砂仁，白芍，小茴香，延胡索，高良姜，牡蛎,肉桂
TCMF7381,"痄腮, 颜面丹毒",黄连，黄芩，栀子，连翘，玄参，天花粉，牛蒡子，僵蚕，柴胡，防风，羌活，麻黄，薄荷，蝉蜕，甘草,黄柏
TCMF8228,肾阳不足，腰膝酸软，畏寒肢冷，阳痿早泄，夜尿频多。,鹿茸，海马，红参，补骨脂，锁阳，淫羊藿，肉苁蓉，天冬，熟地黄，枸杞子，杜仲，牛膝，丁香，大青盐,砂仁
TCMF9111,泌尿系统感染，前列腺炎，尿频尿急，腰膝酸软。,车前子，夏枯草，丹参，川芎，杜仲，蒲公英，三七,土茯苓
TCMF8099,肝肾阴虚，腰膝酸软，头晕耳鸣，失眠多梦，须发早白。,黄精，制何首乌，熟地黄，女贞子，当归，山药，炙甘草,五味子
TCMF12196,气虚血瘀，肢体麻木，腰膝酸软，头晕目眩。,黄芪，麦冬，山药，茯苓，薏苡仁，制何首乌，桑枝，大枣,党参
TCMF6434,急惊风,清半夏，厚朴，天竺黄，羌活，郁金，橘红，天南星，天麻，香附，延胡索，细辛，枳壳，三棱，青皮，降香，芥子，沉香，莪术，乌药，羚羊角,防风
TCMF12464,局部肿胀，疼痛拒按，活动受限，肌肤青紫,骨碎补，地龙，威灵仙，续断，红花，当归，苏木，土鳖虫，自然铜，马钱子，蜂蜜,穿山龙
TCMF7499,水肿，腹胀，小便不利，脾胃虚弱。,白术，苍术，茯苓皮，猪苓，泽泻，陈皮，厚朴，生姜，桂枝,大腹皮
TCMF9321,湿热下注所致的热淋，症见小便频急、涩痛、淋漓不畅、尿色黄赤、口干苦等。,苦参，白茅根,瞿麦
